BRANCH_CODE,CREDIT_CARD_NO,CUST_SSN,DAY,MONTH,TRANSACTION_ID,TRANSACTION_TYPE,TRANSACTION_VALUE,YEAR,TIMEID

109,4210653376630849,123457724,13,7,11866,Healthcare,93.01,2018,20180713

22,4210653376630849,123457724,21,9,11867,Entertainment,96.24,2018,20180921

24,4210653376630849,123457724,8,8,11868,Bills,37.37,2018,20180808

100,4210653376630849,123457724,3,8,11869,Gas,55.58,2018,20180803

32,4210653376630849,123457724,15,10,11870,Grocery,51.44,2018,20181015

188,4210653376630849,123457724,21,12,11871,Healthcare,77.75,2018,20181221

188,4210653376630849,123457724,12,3,11872,Healthcare,41.4,2018,20180312

118,4210653376630849,123457724,18,2,11873,Gas,76.03,2018,20180218

60,4210653376630849,123457724,15,5,11874,Gas,57.32,2018,20180515

42,4210653376630849,123457724,28,1,11875,Test,29.13,2018,20180128

1,4210653376630849,123457724,25,9,11876,Gas,58.89,2018,20180925

80,4210653376630849,123457724,6,3,11877,Entertainment,10.11,2018,20180306

121,4210653376630849,123457724,22,7,11878,Test,16.33,2018,20180722

83,4210653376630849,123457724,16,3,11879,Test,73.62,2018,20180316

14,4210653376630849,123457724,22,9,11880,Bills,19.57,2018,20180922

170,4210653376630849,123457724,24,10,11881,Education,14.53,2018,20181024

43,4210653376630849,123457724,18,5,11882,Entertainment,51.54,2018,20180518

1,4210653376630849,123457724,7,1,11883,Healthcare,20.1,2018,20180107

125,4210653376630849,123457724,15,8,11884,Entertainment,99.99,2018,20180815

25,4210653376630849,123457724,1,1,11885,Healthcare,80.18,2018,20180101

136,4210653376630849,123457724,18,3,11886,Healthcare,54.77,2018,20180318

119,4210653376630849,123457724,25,2,11887,Gas,100.65,2018,20180225

54,4210653376630849,123457724,20,11,11888,Healthcare,39.29,2018,20181120

30,4210653376630849,123457724,16,5,11889,Bills,36.38,2018,20180516

156,4210653382818918,123457721,24,7,11890,Bills,48.18,2018,20180724

12,4210653382818918,123457721,15,11,11891,Gas,65.46,2018,20181115

104,4210653382818918,123457721,15,4,11892,Healthcare,22.59,2018,20180415

67,4210653382818918,123457721,23,12,11893,Healthcare,26.97,2018,20181223

1,4210653382818918,123457721,12,4,11894,Entertainment,44.76,2018,20180412

99,4210653382818918,123457721,20,4,11895,Gas,20.45,2018,20180420

115,4210653382818918,123457721,3,10,11896,Bills,49.67,2018,20181003

48,4210653382818918,123457721,20,5,11897,Test,15.68,2018,20180520

53,4210653382818918,123457721,19,6,11898,Education,67.98,2018,20180619

47,4210653382818918,123457721,24,5,11899,Education,83.07,2018,20180524

52,4210653382818918,123457721,28,8,11900,Education,7.64,2018,20180828

56,4210653382818918,123457721,26,7,11901,Test,32.26,2018,20180726

3,4210653382818918,123457721,2,8,11902,Bills,52.69,2018,20180802

36,4210653382818918,123457721,12,4,11903,Gas,4.39,2018,20180412

7,4210653382818918,123457721,2,6,11904,Grocery,46.98,2018,20180602

14,4210653382818918,123457721,2,9,11905,Healthcare,70.04,2018,20180902

37,4210653382818918,123457721,8,10,11906,Bills,17.96,2018,20181008

29,4210653382818918,123457721,8,10,11907,Entertainment,75.03,2018,20181008

18,4210653382818918,123457721,14,8,11908,Bills,25.76,2018,20180814

14,4210653382818918,123457721,25,12,11909,Education,89.15,2018,20181225

188,4210653382818918,123457721,14,4,11910,Entertainment,42.62,2018,20180414

89,4210653382818918,123457721,2,9,11911,Education,66.39,2018,20180902

8,4210653382818918,123457721,20,11,11912,Entertainment,84.9,2018,20181120

76,4210653382818918,123457721,1,1,11913,Test,95.13,2018,20180101

79,4210653382818918,123457721,2,9,11914,Healthcare,11.66,2018,20180902

47,4210653382818918,123457721,28,11,11915,Gas,86.22,2018,20181128

15,4210653382818918,123457721,28,11,11916,Test,54.89,2018,20181128

164,4210653382818918,123457721,23,9,11917,Test,73.02,2018,20180923

126,4210653382818918,123457721,17,3,11918,Grocery,58.74,2018,20180317

7,4210653382818918,123457721,17,12,11919,Test,56.8,2018,20181217

103,4210653382818918,123457721,28,10,11920,Bills,20.04,2018,20181028

91,4210653382818918,123457721,22,7,11921,Education,13.89,2018,20180722

48,4210653382818918,123457721,10,12,11922,Test,53.16,2018,20181210

27,4210653382818918,123457721,3,3,11923,Bills,8.24,2018,20180303

85,4210653382818918,123457721,11,8,11924,Healthcare,98.18,2018,20180811

170,4210653382818918,123457721,15,4,11925,Grocery,87.09,2018,20180415

135,4210653365767695,123457682,2,7,11926,Bills,73.77,2018,20180702

59,4210653365767695,123457682,8,3,11927,Bills,49.14,2018,20180308

10,4210653365767695,123457682,15,3,11928,Education,87.24,2018,20180315

178,4210653365767695,123457682,23,5,11929,Grocery,47.73,2018,20180523

121,4210653365767695,123457682,16,1,11930,Entertainment,6.68,2018,20180116

24,4210653365767695,123457682,23,6,11931,Test,65.45,2018,20180623

72,4210653365767695,123457682,14,8,11932,Test,88.16,2018,20180814

27,4210653365767695,123457682,12,9,11933,Grocery,93.59,2018,20180912

89,4210653365767695,123457682,16,8,11934,Bills,43.5,2018,20180816

25,4210653365767695,123457682,2,8,11935,Healthcare,50.27,2018,20180802

50,4210653365767695,123457682,1,6,11936,Test,50.55,2018,20180601

63,4210653365767695,123457682,1,5,11937,Healthcare,26.18,2018,20180501

1,4210653365767695,123457682,24,1,11938,Education,72.27,2018,20180124

12,4210653365767695,123457682,12,6,11939,Test,44.79,2018,20180612

164,4210653365767695,123457682,12,11,11940,Healthcare,61.33,2018,20181112

83,4210653365767695,123457682,10,6,11941,Entertainment,42.61,2018,20180610

1,4210653365767695,123457682,9,11,11942,Gas,85.07,2018,20181109

73,4210653365767695,123457682,12,10,11943,Healthcare,17.58,2018,20181012

49,4210653365767695,123457682,24,3,11944,Education,31.88,2018,20180324

70,4210653365767695,123457682,25,5,11945,Healthcare,41.21,2018,20180525

50,4210653365767695,123457682,28,9,11946,Grocery,67.47,2018,20180928

69,4210653365767695,123457682,12,11,11947,Education,95.46,2018,20181112

160,4210653365767695,123457682,18,3,11948,Bills,83.29,2018,20180318

100,4210653365767695,123457682,3,1,11949,Entertainment,60.37,2018,20180103

35,4210653365767695,123457682,26,2,11950,Education,57.43,2018,20180226

180,4210653365767695,123457682,8,1,11951,Entertainment,85.87,2018,20180108

57,4210653365767695,123457682,15,8,11952,Grocery,59.59,2018,20180815

50,4210653365767695,123457682,6,2,11953,Grocery,92.68,2018,20180206

57,4210653365767695,123457682,17,2,11954,Education,17.67,2018,20180217

23,4210653365767695,123457682,18,10,11955,Grocery,24.15,2018,20181018

78,4210653365767695,123457682,27,6,11956,Bills,25.66,2018,20180627

20,4210653365767695,123457682,5,11,11957,Healthcare,23.33,2018,20181105

1,4210653365767695,123457682,23,11,11958,Gas,5.38,2018,20181123

59,4210653365767695,123457682,28,10,11959,Gas,68.22,2018,20181028

63,4210653365767695,123457682,10,6,11960,Gas,59.27,2018,20180610

40,4210653365767695,123457682,6,8,11961,Entertainment,18.26,2018,20180806

144,4210653365767695,123457682,12,1,11962,Gas,80.71,2018,20180112

170,4210653365767695,123457682,3,11,11963,Test,17.99,2018,20181103

192,4210653365767695,123457682,26,8,11964,Healthcare,9.49,2018,20180826

144,4210653365767695,123457682,16,2,11965,Test,21.05,2018,20180216

43,4210653365767695,123457682,17,1,11966,Bills,12.5,2018,20180117

49,4210653365767695,123457682,14,8,11967,Test,60.99,2018,20180814

49,4210653365767695,123457682,13,5,11968,Healthcare,83.97,2018,20180513

124,4210653365767695,123457682,27,2,11969,Education,52.81,2018,20180227

100,4210653365767695,123457682,22,9,11970,Grocery,47.22,2018,20180922

60,4210653365767695,123457682,22,8,11971,Grocery,61.45,2018,20180822

135,4210653365767695,123457682,24,6,11972,Healthcare,70.89,2018,20180624

45,4210653365767695,123457682,25,8,11973,Grocery,9.26,2018,20180825

73,4210653365767695,123457682,13,1,11974,Education,44.04,2018,20180113

15,4210653365767695,123457682,17,2,11975,Grocery,72.38,2018,20180217

149,4210653365767695,123457682,15,3,11976,Entertainment,56.84,2018,20180315

95,4210653365767695,123457682,20,6,11977,Gas,87.72,2018,20180620

30,4210653365767695,123457682,24,1,11978,Healthcare,20.82,2018,20180124

111,4210653365767695,123457682,4,8,11979,Entertainment,37.93,2018,20180804

17,4210653365767695,123457682,22,8,11980,Education,81.11,2018,20180822

100,4210653365767695,123457682,10,3,11981,Gas,4.83,2018,20180310

85,4210653365767695,123457682,17,12,11982,Bills,85.65,2018,20181217

170,4210653365767695,123457682,7,5,11983,Education,11.8,2018,20180507

37,4210653365767695,123457682,11,1,11984,Education,79.22,2018,20180111

20,4210653365767695,123457682,1,9,11985,Healthcare,61.83,2018,20180901

30,4210653365767695,123457682,7,9,11986,Grocery,88.71,2018,20180907

80,4210653365767695,123457682,14,5,11987,Healthcare,31.77,2018,20180514

160,4210653365767695,123457682,24,9,11988,Test,39.11,2018,20180924

164,4210653365767695,123457682,18,9,11989,Gas,95.82,2018,20180918

49,4210653365767695,123457682,11,2,11990,Bills,25.11,2018,20180211

104,4210653365767695,123457682,20,5,11991,Bills,44.1,2018,20180520

80,4210653365767695,123457682,11,8,11992,Entertainment,93.44,2018,20180811

45,4210653365767695,123457682,26,1,11993,Entertainment,84.43,2018,20180126

29,4210653365767695,123457682,11,6,11994,Gas,22.78,2018,20180611

29,4210653365767695,123457682,6,2,11995,Grocery,87.13,2018,20180206

29,4210653365767695,123457682,12,5,11996,Bills,21.08,2018,20180512

11,4210653365767695,123457682,27,8,11997,Education,14.06,2018,20180827

144,4210653365767695,123457682,16,12,11998,Grocery,38.69,2018,20181216

114,4210653365767695,123457682,14,7,11999,Grocery,82.68,2018,20180714

19,4210653365767695,123457682,4,7,12000,Healthcare,30.34,2018,20180704

38,4210653365767695,123457682,16,7,12001,Gas,93.78,2018,20180716

126,4210653365767695,123457682,7,6,12002,Test,71.43,2018,20180607

139,4210653344388672,123457681,17,2,12003,Gas,7.48,2018,20180217

104,4210653344388672,123457681,9,11,12004,Grocery,22.44,2018,20181109

126,4210653344388672,123457681,25,9,12005,Bills,10.92,2018,20180925

57,4210653344388672,123457681,5,8,12006,Bills,53.61,2018,20180805

48,4210653344388672,123457681,20,6,12007,Education,42.15,2018,20180620

149,4210653344388672,123457681,24,12,12008,Grocery,11.14,2018,20181224

58,4210653344388672,123457681,24,8,12009,Entertainment,16.67,2018,20180824

149,4210653344388672,123457681,2,5,12010,Bills,90.6,2018,20180502

27,4210653344388672,123457681,15,9,12011,Gas,6.34,2018,20180915

30,4210653344388672,123457681,6,4,12012,Healthcare,14.83,2018,20180406

20,4210653344388672,123457681,23,6,12013,Healthcare,86.35,2018,20180623

17,4210653344388672,123457681,6,11,12014,Grocery,73.91,2018,20181106

14,4210653344388672,123457681,24,6,12015,Education,73.21,2018,20180624

95,4210653344388672,123457681,13,12,12016,Test,6.85,2018,20181213

7,4210653344388672,123457681,22,6,12017,Gas,54.54,2018,20180622

53,4210653344388672,123457681,4,4,12018,Test,58.28,2018,20180404

4,4210653383063484,123457673,3,9,12019,Gas,11.66,2018,20180903

121,4210653383063484,123457673,18,2,12020,Education,87.34,2018,20180218

7,4210653383063484,123457673,6,1,12021,Grocery,58.48,2018,20180106

107,4210653383063484,123457673,11,1,12022,Education,10.92,2018,20180111

90,4210653383063484,123457673,23,2,12023,Test,76.11,2018,20180223

180,4210653383063484,123457673,11,10,12024,Grocery,18.87,2018,20181011

63,4210653383063484,123457673,6,10,12025,Healthcare,5.09,2018,20181006

178,4210653383063484,123457673,7,3,12026,Grocery,82.8,2018,20180307

119,4210653383063484,123457673,24,4,12027,Education,5.35,2018,20180424

70,4210653383063484,123457673,26,5,12028,Healthcare,72.71,2018,20180526

139,4210653383063484,123457673,13,8,12029,Education,57.25,2018,20180813

63,4210653383063484,123457673,26,7,12030,Bills,36.99,2018,20180726

93,4210653383063484,123457673,27,10,12031,Grocery,81.23,2018,20181027

180,4210653383063484,123457673,6,10,12032,Entertainment,54.63,2018,20181006

15,4210653383063484,123457673,12,11,12033,Gas,83.69,2018,20181112

76,4210653383063484,123457673,24,8,12034,Healthcare,41.38,2018,20180824

12,4210653383063484,123457673,27,6,12035,Grocery,28.58,2018,20180627

10,4210653383063484,123457673,17,1,12036,Gas,84.98,2018,20180117

24,4210653383063484,123457673,12,3,12037,Bills,12.07,2018,20180312

26,4210653383063484,123457673,20,6,12038,Test,16.84,2018,20180620

66,4210653383063484,123457673,20,6,12039,Gas,17.88,2018,20180620

58,4210653383063484,123457673,21,6,12040,Test,6.48,2018,20180621

17,4210653383063484,123457673,24,7,12041,Bills,75.08,2018,20180724

175,4210653383063484,123457673,28,5,12042,Bills,85.9,2018,20180528

76,4210653383063484,123457673,22,7,12043,Entertainment,77.88,2018,20180722

18,4210653383063484,123457673,18,11,12044,Healthcare,31.07,2018,20181118

12,4210653383063484,123457673,13,9,12045,Healthcare,36.93,2018,20180913

114,4210653383063484,123457673,15,7,12046,Healthcare,78.1,2018,20180715

93,4210653383063484,123457673,15,9,12047,Bills,77.03,2018,20180915

32,4210653383063484,123457673,6,3,12048,Education,44.06,2018,20180306

85,4210653383063484,123457673,6,3,12049,Bills,67.26,2018,20180306

103,4210653383063484,123457673,6,11,12050,Education,13.51,2018,20181106

164,4210653383063484,123457673,21,11,12051,Gas,1.5,2018,20181121

63,4210653383063484,123457673,12,9,12052,Gas,19.07,2018,20180912

3,4210653383063484,123457673,26,9,12053,Healthcare,14.74,2018,20180926

103,4210653383063484,123457673,24,1,12054,Grocery,62.78,2018,20180124

9,4210653383063484,123457673,16,6,12055,Healthcare,17.35,2018,20180616

83,4210653383063484,123457673,13,1,12056,Entertainment,26.03,2018,20180113

109,4210653383063484,123457673,12,9,12057,Bills,17.57,2018,20180912

117,4210653383063484,123457673,18,12,12058,Bills,57.27,2018,20181218

26,4210653383063484,123457673,4,9,12059,Bills,97.12,2018,20180904

89,4210653383063484,123457673,5,3,12060,Healthcare,49.45,2018,20180305

23,4210653383063484,123457673,15,1,12061,Entertainment,48.69,2018,20180115

46,4210653383063484,123457673,19,8,12062,Education,87.65,2018,20180819

78,4210653383063484,123457673,14,2,12063,Grocery,95.02,2018,20180214

56,4210653383063484,123457673,2,9,12064,Test,26.46,2018,20180902

69,4210653383063484,123457673,4,10,12065,Grocery,80.8,2018,20181004

45,4210653383063484,123457673,10,10,12066,Education,39.88,2018,20181010

158,4210653383063484,123457673,28,2,12067,Grocery,13.7,2018,20180228

42,4210653383063484,123457673,11,8,12068,Education,99.49,2018,20180811

192,4210653383063484,123457673,22,3,12069,Gas,82.53,2018,20180322

51,4210653383063484,123457673,3,4,12070,Bills,13.46,2018,20180403

23,4210653383063484,123457673,9,7,12071,Education,84.99,2018,20180709

57,4210653383063484,123457673,6,7,12072,Gas,1.46,2018,20180706

75,4210653383063484,123457673,7,1,12073,Education,76.31,2018,20180107

80,4210653383063484,123457673,15,10,12074,Education,76.46,2018,20181015

117,4210653383063484,123457673,9,7,12075,Entertainment,37.69,2018,20180709

111,4210653383063484,123457673,4,4,12076,Entertainment,41.15,2018,20180404

188,4210653316373749,123457655,7,7,12077,Grocery,42.15,2018,20180707

7,4210653316373749,123457655,11,6,12078,Education,67.64,2018,20180611

103,4210653316373749,123457655,3,3,12079,Test,29.01,2018,20180303

8,4210653316373749,123457655,15,1,12080,Test,62.61,2018,20180115

109,4210653316373749,123457655,9,8,12081,Grocery,84.01,2018,20180809

89,4210653316373749,123457655,23,3,12082,Gas,44.98,2018,20180323

36,4210653316373749,123457655,2,7,12083,Education,19.18,2018,20180702

74,4210653316373749,123457655,1,4,12084,Test,72.04,2018,20180401

3,4210653316373749,123457655,28,8,12085,Entertainment,42.68,2018,20180828

32,4210653316373749,123457655,7,2,12086,Test,78.05,2018,20180207

135,4210653316373749,123457655,25,2,12087,Education,39.01,2018,20180225

83,4210653316373749,123457655,22,10,12088,Grocery,64.51,2018,20181022

2,4210653316373749,123457655,26,11,12089,Healthcare,56.68,2018,20181126

73,4210653316373749,123457655,19,10,12090,Test,57.74,2018,20181019

178,4210653316373749,123457655,4,2,12091,Test,96.29,2018,20180204

80,4210653316373749,123457655,16,2,12092,Gas,31.24,2018,20180216

8,4210653316373749,123457655,27,12,12093,Test,94.24,2018,20181227

59,4210653316373749,123457655,4,4,12094,Education,47.63,2018,20180404

160,4210653316373749,123457655,9,7,12095,Education,45.19,2018,20180709

59,4210653361394893,123457654,22,9,12096,Gas,73.69,2018,20180922

58,4210653361394893,123457654,12,4,12097,Gas,28.07,2018,20180412

70,4210653361394893,123457654,26,8,12098,Healthcare,28.73,2018,20180826

20,4210653361394893,123457654,28,7,12099,Gas,60.23,2018,20180728

49,4210653361394893,123457654,22,10,12100,Grocery,97.96,2018,20181022

139,4210653361394893,123457654,7,6,12101,Education,30.93,2018,20180607

175,4210653361394893,123457654,16,9,12102,Test,84.5,2018,20180916

178,4210653361394893,123457654,13,8,12103,Bills,64.51,2018,20180813

107,4210653361394893,123457654,11,2,12104,Gas,100.42,2018,20180211

49,4210653361394893,123457654,19,12,12105,Grocery,21.29,2018,20181219

54,4210653361394893,123457654,4,10,12106,Gas,87.38,2018,20181004

95,4210653361394893,123457654,15,8,12107,Healthcare,95.71,2018,20180815

37,4210653361394893,123457654,23,7,12108,Test,96.52,2018,20180723

46,4210653361394893,123457654,13,6,12109,Bills,16.87,2018,20180613

52,4210653361394893,123457654,17,10,12110,Bills,12.26,2018,20181017

139,4210653361394893,123457654,17,6,12111,Healthcare,88.62,2018,20180617

3,4210653361394893,123457654,2,8,12112,Grocery,52.62,2018,20180802

74,4210653361394893,123457654,6,1,12113,Gas,22.28,2018,20180106

175,4210653361394893,123457654,26,6,12114,Healthcare,29.11,2018,20180626

1,4210653361394893,123457654,5,2,12115,Grocery,81.19,2018,20180205

124,4210653361394893,123457654,2,12,12116,Gas,82.2,2018,20181202

73,4210653361394893,123457654,26,5,12117,Entertainment,31.18,2018,20180526

100,4210653361394893,123457654,1,3,12118,Grocery,98.13,2018,20180301

79,4210653361394893,123457654,6,3,12119,Test,42.32,2018,20180306

107,4210653361394893,123457654,25,4,12120,Entertainment,65.05,2018,20180425

12,4210653361394893,123457654,19,6,12121,Grocery,100.84,2018,20180619

63,4210653361394893,123457654,18,2,12122,Education,20.83,2018,20180218

75,4210653361394893,123457654,11,8,12123,Entertainment,18.75,2018,20180811

4,4210653361394893,123457654,25,4,12124,Gas,81.06,2018,20180425

12,4210653361394893,123457654,26,12,12125,Bills,39.94,2018,20181226

12,4210653361394893,123457654,20,3,12126,Grocery,19.19,2018,20180320

74,4210653361394893,123457654,15,10,12127,Grocery,51.11,2018,20181015

16,4210653361394893,123457654,25,12,12128,Healthcare,42.44,2018,20181225

24,4210653361394893,123457654,8,10,12129,Healthcare,40.43,2018,20181008

69,4210653361394893,123457654,22,4,12130,Bills,47.86,2018,20180422

125,4210653361394893,123457654,22,9,12131,Bills,92.05,2018,20180922

107,4210653361394893,123457654,20,9,12132,Healthcare,59.06,2018,20180920

11,4210653361394893,123457654,2,10,12133,Gas,46.95,2018,20181002

104,4210653361394893,123457654,16,5,12134,Bills,66.57,2018,20180516

131,4210653361394893,123457654,21,1,12135,Grocery,35.13,2018,20180121

44,4210653361394893,123457654,3,8,12136,Test,45.43,2018,20180803

66,4210653361394893,123457654,16,6,12137,Bills,31.71,2018,20180616

119,4210653361394893,123457654,5,8,12138,Education,2.82,2018,20180805

12,4210653361394893,123457654,8,12,12139,Test,52.45,2018,20181208

93,4210653361394893,123457654,20,10,12140,Entertainment,68.44,2018,20181020

57,4210653361394893,123457654,25,6,12141,Grocery,94.3,2018,20180625

14,4210653361394893,123457654,23,8,12142,Bills,75.79,2018,20180823

5,4210653361394893,123457654,5,6,12143,Entertainment,24.32,2018,20180605

156,4210653361394893,123457654,21,4,12144,Healthcare,95.03,2018,20180421

111,4210653361394893,123457654,7,3,12145,Test,61.11,2018,20180307

60,4210653361394893,123457654,9,1,12146,Entertainment,25.09,2018,20180109

27,4210653361394893,123457654,6,10,12147,Grocery,64.56,2018,20181006

178,4210653361394893,123457654,20,4,12148,Entertainment,89.97,2018,20180420

36,4210653361394893,123457654,19,7,12149,Test,49.84,2018,20180719

188,4210653361394893,123457654,15,5,12150,Bills,58.39,2018,20180515

139,4210653361394893,123457654,15,4,12151,Gas,92.85,2018,20180415

111,4210653361394893,123457654,23,2,12152,Healthcare,34.28,2018,20180223

16,4210653361394893,123457654,1,1,12153,Test,71.23,2018,20180101

45,4210653361394893,123457654,27,1,12154,Gas,64.08,2018,20180127

74,4210653361394893,123457654,22,3,12155,Test,58.59,2018,20180322

164,4210653361394893,123457654,16,5,12156,Education,6.45,2018,20180516

44,4210653361394893,123457654,23,9,12157,Education,87.22,2018,20180923

24,4210653361394893,123457654,5,4,12158,Bills,11.27,2018,20180405

173,4210653361394893,123457654,7,6,12159,Gas,43.12,2018,20180607

48,4210653361394893,123457654,12,10,12160,Healthcare,13.32,2018,20181012

39,4210653361394893,123457654,15,1,12161,Healthcare,66.77,2018,20180115

50,4210653361394893,123457654,15,8,12162,Education,48.41,2018,20180815

89,4210653361394893,123457654,5,1,12163,Healthcare,88.71,2018,20180105

91,4210653361394893,123457654,14,11,12164,Education,70.65,2018,20181114

80,4210653361394893,123457654,13,1,12165,Grocery,31.95,2018,20180113

73,4210653361394893,123457654,23,12,12166,Gas,44.74,2018,20181223

69,4210653361394893,123457654,23,11,12167,Gas,70.5,2018,20181123

24,4210653361394893,123457654,22,10,12168,Bills,74.13,2018,20181022

30,4210653361394893,123457654,21,6,12169,Healthcare,8.56,2018,20180621

47,4210653361394893,123457654,5,8,12170,Gas,70.62,2018,20180805

44,4210653361394893,123457654,6,6,12171,Healthcare,3.01,2018,20180606

117,4210653361394893,123457654,4,1,12172,Grocery,39.26,2018,20180104

105,4210653361394893,123457654,9,3,12173,Gas,50.23,2018,20180309

85,4210653361394893,123457654,6,4,12174,Education,19.36,2018,20180406

11,4210653361394893,123457654,13,1,12175,Gas,47.81,2018,20180113

117,4210653361394893,123457654,28,3,12176,Grocery,60.57,2018,20180328

45,4210653361394893,123457654,24,11,12177,Bills,56.0,2018,20181124

14,4210653361394893,123457654,10,6,12178,Healthcare,40.47,2018,20180610

40,4210653361394893,123457654,13,9,12179,Bills,84.44,2018,20180913

76,4210653361394893,123457654,5,8,12180,Bills,36.36,2018,20180805

73,4210653361394893,123457654,6,10,12181,Healthcare,70.73,2018,20181006

124,4210653361394893,123457654,16,12,12182,Healthcare,39.31,2018,20181216

37,4210653361394893,123457654,2,5,12183,Grocery,5.87,2018,20180502

175,4210653361394893,123457654,7,7,12184,Healthcare,26.72,2018,20180707

20,4210653361394893,123457654,1,1,12185,Healthcare,3.31,2018,20180101

31,4210653361394893,123457654,14,10,12186,Grocery,92.12,2018,20181014

75,4210653361394893,123457654,23,7,12187,Entertainment,67.0,2018,20180723

58,4210653361394893,123457654,15,8,12188,Gas,8.23,2018,20180815

27,4210653361394893,123457654,18,8,12189,Test,22.04,2018,20180818

103,4210653361394893,123457654,28,8,12190,Test,27.87,2018,20180828

109,4210653361394893,123457654,12,12,12191,Gas,61.42,2018,20181212

48,4210653314345212,123457640,16,2,12192,Gas,85.23,2018,20180216

30,4210653314345212,123457640,6,4,12193,Bills,66.77,2018,20180406

115,4210653314345212,123457640,15,8,12194,Bills,55.66,2018,20180815

70,4210653314345212,123457640,26,9,12195,Gas,81.37,2018,20180926

117,4210653314345212,123457640,21,7,12196,Healthcare,99.02,2018,20180721

27,4210653314345212,123457640,17,12,12197,Entertainment,2.16,2018,20181217

166,4210653314345212,123457640,20,7,12198,Test,81.36,2018,20180720

45,4210653314345212,123457640,28,6,12199,Grocery,95.54,2018,20180628

5,4210653314345212,123457640,11,11,12200,Gas,98.56,2018,20181111

54,4210653314345212,123457640,2,12,12201,Education,38.05,2018,20181202

188,4210653314345212,123457640,3,4,12202,Entertainment,12.78,2018,20180403

3,4210653314345212,123457640,1,5,12203,Gas,22.92,2018,20180501

123,4210653314345212,123457640,7,3,12204,Test,84.03,2018,20180307

83,4210653314345212,123457640,18,11,12205,Grocery,58.62,2018,20181118

16,4210653314345212,123457640,1,12,12206,Education,16.42,2018,20181201

38,4210653314345212,123457640,14,10,12207,Healthcare,91.87,2018,20181014

16,4210653314345212,123457640,9,1,12208,Healthcare,24.25,2018,20180109

63,4210653314345212,123457640,9,11,12209,Test,94.76,2018,20181109

63,4210653314345212,123457640,9,4,12210,Education,71.08,2018,20180409

103,4210653314345212,123457640,27,11,12211,Healthcare,58.54,2018,20181127

121,4210653314345212,123457640,7,10,12212,Entertainment,52.32,2018,20181007

166,4210653314345212,123457640,2,8,12213,Test,28.19,2018,20180802

180,4210653314345212,123457640,25,10,12214,Grocery,47.64,2018,20181025

85,4210653314345212,123457640,16,12,12215,Healthcare,5.5,2018,20181216

45,4210653314345212,123457640,19,7,12216,Test,40.35,2018,20180719

144,4210653310817373,123457639,14,7,12217,Entertainment,23.04,2018,20180714

52,4210653310817373,123457639,8,12,12218,Gas,79.74,2018,20181208

35,4210653310817373,123457639,16,4,12219,Gas,61.45,2018,20180416

39,4210653310817373,123457639,11,11,12220,Grocery,51.36,2018,20181111

44,4210653310817373,123457639,6,7,12221,Test,50.53,2018,20180706

119,4210653310817373,123457639,24,8,12222,Healthcare,5.35,2018,20180824

10,4210653310817373,123457639,16,8,12223,Education,70.75,2018,20180816

123,4210653310817373,123457639,28,4,12224,Healthcare,18.97,2018,20180428

18,4210653310817373,123457639,20,12,12225,Gas,78.6,2018,20181220

38,4210653310817373,123457639,14,12,12226,Education,75.94,2018,20181214

72,4210653310817373,123457639,14,1,12227,Bills,9.61,2018,20180114

118,4210653310817373,123457639,25,6,12228,Gas,34.41,2018,20180625

105,4210653310817373,123457639,5,4,12229,Entertainment,10.12,2018,20180405

52,4210653310817373,123457639,24,7,12230,Education,19.69,2018,20180724

63,4210653310817373,123457639,9,8,12231,Education,46.61,2018,20180809

9,4210653310817373,123457639,4,11,12232,Education,29.05,2018,20181104

16,4210653310817373,123457639,6,12,12233,Education,21.93,2018,20181206

103,4210653310817373,123457639,28,7,12234,Entertainment,81.63,2018,20180728

56,4210653310817373,123457639,17,12,12235,Education,58.26,2018,20181217

44,4210653310817373,123457639,4,10,12236,Entertainment,91.17,2018,20181004

158,4210653310817373,123457639,19,3,12237,Healthcare,29.21,2018,20180319

76,4210653310817373,123457639,26,7,12238,Entertainment,71.35,2018,20180726

57,4210653310817373,123457639,27,7,12239,Entertainment,63.41,2018,20180727

160,4210653310817373,123457639,4,9,12240,Bills,80.96,2018,20180904

60,4210653310817373,123457639,4,4,12241,Education,69.1,2018,20180404

28,4210653310817373,123457639,2,7,12242,Grocery,33.49,2018,20180702

15,4210653310817373,123457639,10,4,12243,Gas,68.58,2018,20180410

35,4210653310817373,123457639,12,1,12244,Education,2.05,2018,20180112

60,4210653310817373,123457639,27,5,12245,Bills,27.57,2018,20180527

80,4210653310817373,123457639,18,12,12246,Healthcare,45.46,2018,20181218

